system:index,0,0.5,1,1.5,total_area_96,total_area_20,total_loss,total_gain,change,per_change,seascape_size
"-1,963,371",SR,SR,SR,SR,10.62930054,2.101497335,9.870030492,1.342227291,-8.527803201,-80.22920391,25
"-1,962,371",SR,SR,SR,SR,12.92586643,5.320365434,10.87458111,3.269080108,-7.605500999,-58.83939029,25
"-1,961,371",SR,SR,SR,SR,2.043388199,2.001383062,1.316500484,1.274495347,-0.042005137,-2.055661133,25
"-1,960,371",N,N,N,N,0,0,0,0,0,0,25
"-1,959,371",N,N,N,N,0,0,0,0,0,0,25
"-1,958,371",N,N,N,N,0,0,0,0,0,0,25
"-1,957,371",SR,N,N,N,0.04800215,0,0.04800215,0,-0.04800215,-100,25
"-1,956,371",S,N,N,N,0.002571548,0,0.002571548,0,-0.002571548,-100,25
"-1,955,371",N,N,N,N,0,0,0,0,0,0,25
"-1,954,371",N,N,N,N,0,0,0,0,0,0,25
"-1,953,371",N,N,N,N,0,0,0,0,0,0,25
"-1,952,371",N,N,N,N,0,0,0,0,0,0,25
"-1,951,371",N,N,N,N,0,0,0,0,0,0,25
"-1,950,371",N,N,N,N,0,0,0,0,0,0,25
"-1,949,371",N,N,N,N,0,0,0,0,0,0,25
"-1,948,371",N,N,N,N,0,0,0,0,0,0,25
"-1,947,371",N,N,N,N,0,0,0,0,0,0,25
"-1,946,371",N,N,N,N,0,0,0,0,0,0,25
"-1,945,371",N,N,N,N,0,0,0,0,0,0,25
"-1,944,371",N,N,N,N,0,0,0,0,0,0,25
"-1,943,371",N,N,N,N,0,0,0,0,0,0,25
"-1,982,372",N,N,N,N,0,0,0,0,0,0,25
"-1,981,372",N,N,N,N,0,0,0,0,0,0,25
"-1,980,372",N,N,N,N,0,0,0,0,0,0,25
"-1,979,372",N,N,N,N,0,0,0,0,0,0,25
"-1,978,372",N,N,N,N,0,0,0,0,0,0,25
"-1,977,372",N,N,N,N,0,0,0,0,0,0,25
"-1,976,372",N,N,N,N,0,0,0,0,0,0,25
"-1,975,372",N,N,N,N,0,0,0,0,0,0,25
"-1,974,372",N,N,N,N,0,0,0,0,0,0,25
"-1,973,372",N,N,N,N,0,0,0,0,0,0,25
"-1,972,372",N,N,N,N,0,0,0,0,0,0,25
"-1,971,372",N,N,N,N,0,0,0,0,0,0,25
"-1,970,372",N,N,N,N,0,0,0,0,0,0,25
"-1,969,372",N,N,N,N,0,0,0,0,0,0,25
"-1,968,372",N,N,N,N,0,0,0,0,0,0,25
"-1,967,372",MS,MS,MS,M,1.202664803,0.90156672,0.338235235,0.037137153,-0.301098083,-25.03591044,25
"-1,966,372",S,S,S,S,1.316507958,2.760965172,1.108516684,2.552973898,1.444457214,109.7188365,25
"-1,965,372",S,S,S,S,0.401960714,2.390356118,0.348251965,2.336647368,1.988395404,494.6740651,25
"-1,964,372",MSR,SR,SR,SR,3.407133567,1.637904796,3.041429746,1.272200975,-1.769228771,-51.92719147,25
"-1,963,372",MSR,SR,SR,SR,9.087035759,2.30614551,8.277656867,1.496766619,-6.780890249,-74.6215865,25
"-1,962,372",SR,SR,SR,SR,13.89556616,3.80551711,12.52967221,2.439623155,-10.09004905,-72.61344327,25
"-1,961,372",SR,SR,SR,SR,1.81472296,1.022979419,1.459317291,0.66757375,-0.791743541,-43.62889314,25
"-1,960,372",N,N,N,N,0,0,0,0,0,0,25
"-1,959,372",N,N,N,N,0,0,0,0,0,0,25
"-1,958,372",N,N,N,N,0,0,0,0,0,0,25
"-1,957,372",SR,SR,SR,SR,6.416367634,1.812708615,5.651287586,1.047628567,-4.603659019,-71.74867903,25
"-1,956,372",MSR,MSR,SR,SR,8.893999764,2.432884106,7.684413233,1.223297576,-6.461115658,-72.64578176,25
"-1,955,372",SR,SR,SR,SR,1.781332446,0.539627505,1.530230267,0.288525327,-1.241704941,-69.70652467,25
"-1,954,372",S,N,N,N,0.000571325,0,0.000571325,0,-0.000571325,-100,25
"-1,953,372",N,N,N,N,0,0,0,0,0,0,25
"-1,952,372",N,N,N,N,0,0,0,0,0,0,25
"-1,951,372",N,N,N,N,0,0,0,0,0,0,25
"-1,950,372",N,N,N,N,0,0,0,0,0,0,25
"-1,949,372",N,N,N,N,0,0,0,0,0,0,25
"-1,948,372",N,N,N,N,0,0,0,0,0,0,25
"-1,947,372",N,N,N,N,0,0,0,0,0,0,25
"-1,946,372",N,N,N,N,0,0,0,0,0,0,25
"-1,945,372",N,N,N,N,0,0,0,0,0,0,25
"-1,944,372",N,N,N,N,0,0,0,0,0,0,25
"-1,943,372",N,N,N,N,0,0,0,0,0,0,25
"-1,982,373",N,N,N,N,0,0,0,0,0,0,25
"-1,981,373",N,N,N,N,0,0,0,0,0,0,25
"-1,980,373",N,N,N,N,0,0,0,0,0,0,25
"-1,979,373",N,N,N,N,0,0,0,0,0,0,25
"-1,978,373",N,N,N,N,0,0,0,0,0,0,25
"-1,977,373",N,N,N,N,0,0,0,0,0,0,25
"-1,976,373",N,N,N,N,0,0,0,0,0,0,25
"-1,975,373",N,N,N,N,0,0,0,0,0,0,25
"-1,974,373",N,N,N,N,0,0,0,0,0,0,25
"-1,973,373",N,N,N,N,0,0,0,0,0,0,25
"-1,972,373",N,N,N,N,0,0,0,0,0,0,25
"-1,971,373",N,N,N,N,0,0,0,0,0,0,25
"-1,970,373",N,N,N,N,0,0,0,0,0,0,25
"-1,969,373",N,N,N,N,0,0,0,0,0,0,25
"-1,968,373",N,N,N,N,0,0,0,0,0,0,25
"-1,967,373",MS,MS,MS,M,2.894426504,2.339148437,0.739807082,0.184529015,-0.555278067,-19.18438994,25
"-1,966,373",MS,MS,MS,MS,3.210592213,4.549413514,0.82972453,2.168545831,1.338821301,41.70013543,25
"-1,965,373",S,S,S,S,0.467001234,3.308998236,0.401592174,3.243589176,2.841997002,608.5630605,25
"-1,964,373",SR,SR,R,R,0.609080695,1.936289962,0.552523035,1.879732301,1.327209267,217.903683,25
"-1,963,373",MSR,SR,SR,SR,8.18969218,2.603200415,7.20913059,1.622638825,-5.586491765,-68.21369646,25
"-1,962,373",SR,SR,SR,SR,14.21684044,2.439555745,13.4116233,1.634338608,-11.77728469,-82.84038035,25
"-1,961,373",SR,SR,SR,SR,1.65835321,0.444261895,1.459549329,0.245458015,-1.214091315,-73.21065909,25
"-1,960,373",N,N,N,N,0,0,0,0,0,0,25
"-1,959,373",N,N,N,N,0,0,0,0,0,0,25
"-1,958,373",N,N,N,N,0,0,0,0,0,0,25
"-1,957,373",SR,SR,SR,SR,4.242564558,1.956294979,3.717850849,1.431581269,-2.286269579,-53.88885774,25
"-1,956,373",SR,SR,SR,SR,14.18357112,2.038208597,13.49864455,1.353282027,-12.14536252,-85.62979253,25
"-1,955,373",MSR,SR,SR,SR,13.63799892,4.178043167,11.95189683,2.49194107,-9.459955755,-69.36469059,25
"-1,954,373",SR,SR,SR,SR,2.726369465,1.29201389,2.065462046,0.631106471,-1.434355575,-52.61046213,25
"-1,953,373",N,N,N,N,0,0,0,0,0,0,25
"-1,952,373",N,N,N,N,0,0,0,0,0,0,25
"-1,951,373",N,N,N,N,0,0,0,0,0,0,25
"-1,950,373",N,N,N,N,0,0,0,0,0,0,25
"-1,949,373",N,N,N,N,0,0,0,0,0,0,25
"-1,948,373",N,N,N,N,0,0,0,0,0,0,25
"-1,947,373",N,N,N,N,0,0,0,0,0,0,25
"-1,946,373",N,N,N,N,0,0,0,0,0,0,25
"-1,945,373",N,N,N,N,0,0,0,0,0,0,25
"-1,944,373",N,N,N,N,0,0,0,0,0,0,25
"-1,943,373",N,N,N,N,0,0,0,0,0,0,25
"-1,982,374",N,N,N,N,0,0,0,0,0,0,25
"-1,981,374",N,N,N,N,0,0,0,0,0,0,25
"-1,980,374",N,N,N,N,0,0,0,0,0,0,25
"-1,979,374",N,N,N,N,0,0,0,0,0,0,25
"-1,978,374",N,N,N,N,0,0,0,0,0,0,25
"-1,977,374",N,N,N,N,0,0,0,0,0,0,25
"-1,976,374",N,N,N,N,0,0,0,0,0,0,25
"-1,975,374",N,N,N,N,0,0,0,0,0,0,25
"-1,974,374",N,N,N,N,0,0,0,0,0,0,25
"-1,973,374",N,N,N,N,0,0,0,0,0,0,25
"-1,972,374",N,N,N,N,0,0,0,0,0,0,25
"-1,971,374",N,N,N,N,0,0,0,0,0,0,25
"-1,970,374",N,N,N,N,0,0,0,0,0,0,25
"-1,969,374",N,N,N,N,0,0,0,0,0,0,25
"-1,968,374",N,N,N,N,0,0,0,0,0,0,25
"-1,967,374",N,N,N,N,0,0,0,0,0,0,25
"-1,966,374",MS,MS,MS,M,3.755010048,3.670764977,0.26328683,0.17904176,-0.084245071,-2.243537831,25
"-1,965,374",MS,MS,MS,MS,1.673995747,4.591569397,0.463453572,3.381027222,2.91757365,174.2879966,25
"-1,964,374",SR,SR,S,N,0.562825357,2.158776145,0.525989776,2.121940563,1.595950788,283.5605696,25
"-1,963,374",MSR,MSR,MSR,MSR,4.993900401,3.180297844,3.667169856,1.853567299,-1.813602557,-36.31635418,25
"-1,962,374",MSR,MSR,MSR,MSR,12.4445814,3.284712103,10.79094343,1.631074131,-9.159869301,-73.60528252,25
"-1,961,374",SR,SR,SR,SR,1.484318323,0.398903885,1.319272343,0.233857905,-1.085414438,-73.12544898,25
"-1,960,374",S,N,N,N,0.113358431,0,0.113358431,0,-0.113358431,-100,25
"-1,959,374",N,N,N,N,0,0,0,0,0,0,25
"-1,958,374",S,N,N,N,0.012848886,0,0.012848886,0,-0.012848886,-100,25
"-1,957,374",SR,SR,S,S,0.643099402,0.022276215,0.634531639,0.013708451,-0.620823187,-96.53611636,25
"-1,956,374",SR,SR,SR,SR,12.93864652,4.215706759,11.51769026,2.7947505,-8.722939756,-67.41771441,25
"-1,955,374",SR,SR,SR,SR,15.32401166,1.673019968,14.81428094,1.163289248,-13.6509917,-89.082363,25
"-1,954,374",SR,SR,SR,SR,6.76986176,3.117032861,5.483389296,1.830560396,-3.652828899,-53.9572155,25
"-1,953,374",N,N,N,N,0,0,0,0,0,0,25
"-1,952,374",N,N,N,N,0,0,0,0,0,0,25
"-1,951,374",N,N,N,N,0,0,0,0,0,0,25
"-1,950,374",N,N,N,N,0,0,0,0,0,0,25
"-1,949,374",N,N,N,N,0,0,0,0,0,0,25
"-1,948,374",N,N,N,N,0,0,0,0,0,0,25
"-1,947,374",N,N,N,N,0,0,0,0,0,0,25
"-1,946,374",N,N,N,N,0,0,0,0,0,0,25
"-1,945,374",N,N,N,N,0,0,0,0,0,0,25
"-1,944,374",N,N,N,N,0,0,0,0,0,0,25
"-1,943,374",N,N,N,N,0,0,0,0,0,0,25
"-1,982,375",N,N,N,N,0,0.307490713,0,0.307490713,0.307490713,0,25
"-1,981,375",N,N,N,N,0,0.004282465,0,0.004282465,0.004282465,0,25
"-1,980,375",N,N,N,N,0,0,0,0,0,0,25
"-1,979,375",N,N,N,N,0,0,0,0,0,0,25
"-1,978,375",N,N,N,N,0,0,0,0,0,0,25
"-1,977,375",N,N,N,N,0,0,0,0,0,0,25
"-1,976,375",N,N,N,N,0,0,0,0,0,0,25
"-1,975,375",N,N,N,N,0,0,0,0,0,0,25
"-1,974,375",N,N,N,N,0,0,0,0,0,0,25
"-1,973,375",N,N,N,N,0,0,0,0,0,0,25
"-1,972,375",N,N,N,N,0,0,0,0,0,0,25
"-1,971,375",N,N,N,N,0,0,0,0,0,0,25
"-1,970,375",N,N,N,N,0,0,0,0,0,0,25
"-1,969,375",N,N,N,N,0,0,0,0,0,0,25
"-1,968,375",N,N,N,N,0,0,0,0,0,0,25
"-1,967,375",M,N,N,N,0.008279194,0.008279194,0,0,0,0,25
"-1,966,375",MS,MS,M,M,1.734876964,3.00444451,0.196138967,1.465706513,1.269567546,73.17911139,25
"-1,965,375",S,S,S,S,0.428254832,3.416835785,0.349741418,3.338322371,2.988580953,697.851076,25
"-1,964,375",S,N,N,N,0.023981512,2.944337085,0.017129307,2.93748488,2.920355573,12177.52898,25
"-1,963,375",SR,SR,SR,SR,1.986575072,1.890586073,1.624266066,1.528277067,-0.095988999,-4.831883796,25
"-1,962,375",MSR,MSR,MSR,MSR,13.65838878,4.283915184,11.58707998,2.212606387,-9.374473595,-68.63528156,25
"-1,961,375",SR,SR,SR,SR,5.278918039,1.447075189,4.696895406,0.865052556,-3.83184285,-72.58765568,25
"-1,960,375",S,S,S,N,0.328899246,0,0.328899246,0,-0.328899246,-100,25
"-1,959,375",S,N,N,N,0.017985999,0,0.017985999,0,-0.017985999,-100,25
"-1,958,375",S,N,N,N,0.000856586,0,0.000856586,0,-0.000856586,-100,25
"-1,957,375",S,N,N,N,0.026551764,0,0.026551764,0,-0.026551764,-100,25
"-1,956,375",SR,SR,SR,SR,4.413124306,3.314459478,3.545756215,2.447091388,-1.098664828,-24.89539727,25
"-1,955,375",SR,SR,SR,SR,13.67653557,4.242638102,12.46463333,3.030735862,-9.433897467,-68.97870751,25
"-1,954,375",SR,SR,SR,SR,11.23506169,2.150096756,10.59183914,1.506874209,-9.084964934,-80.86261727,25
"-1,953,375",SR,SR,SR,SR,1.592076911,0.412504463,1.372835598,0.19326315,-1.179572448,-74.09016737,25
"-1,952,375",N,N,N,N,0,0,0,0,0,0,25
"-1,951,375",N,N,N,N,0,0,0,0,0,0,25
"-1,950,375",N,N,N,N,0,0,0,0,0,0,25
"-1,949,375",N,N,N,N,0,0,0,0,0,0,25
"-1,948,375",N,N,N,N,0,0,0,0,0,0,25
"-1,947,375",N,N,N,N,0,0,0,0,0,0,25
"-1,946,375",N,N,N,N,0,0,0,0,0,0,25
"-1,945,375",N,N,N,N,0,0,0,0,0,0,25
"-1,944,375",N,N,N,N,0,0,0,0,0,0,25
"-1,943,375",N,N,N,N,0,0,0,0,0,0,25
"-1,982,376",N,N,N,N,0,0,0,0,0,0,25
"-1,981,376",N,N,N,N,0,0,0,0,0,0,25
"-1,980,376",N,N,N,N,0,0,0,0,0,0,25
"-1,979,376",N,N,N,N,0,0,0,0,0,0,25
"-1,978,376",N,N,N,N,0,0,0,0,0,0,25
"-1,977,376",N,N,N,N,0,0,0,0,0,0,25
"-1,976,376",N,N,N,N,0,0,0,0,0,0,25
"-1,975,376",N,N,N,N,0,0,0,0,0,0,25
"-1,974,376",N,N,N,N,0,0,0,0,0,0,25
"-1,973,376",N,N,N,N,0,0,0,0,0,0,25
"-1,972,376",N,N,N,N,0,0,0,0,0,0,25
"-1,971,376",N,N,N,N,0,0,0,0,0,0,25
"-1,970,376",N,N,N,N,0,0,0,0,0,0,25
"-1,969,376",N,N,N,N,0,0,0,0,0,0,25
"-1,968,376",N,N,N,N,0,0,0,0,0,0,25
"-1,967,376",N,N,N,N,0,0,0,0,0,0,25
"-1,966,376",MS,MS,M,M,3.329266743,3.874458531,0.246623633,0.791815421,0.545191788,16.37573166,25
"-1,965,376",MS,MS,M,N,0.425553907,3.08718273,0.150998864,2.812627686,2.661628823,625.4504492,25
"-1,964,376",S,S,N,N,0.131293126,1.466804138,0.123301662,1.458812674,1.335511012,1017.19797,25
"-1,963,376",S,N,N,N,0.088767949,1.269298287,0.086199125,1.266729463,1.180530338,1329.906066,25
"-1,962,376",MSR,MSR,MSR,MSR,12.72135066,4.497571981,10.43047626,2.206697586,-8.223778677,-64.64548379,25
"-1,961,376",MSR,SR,SR,SR,11.43032162,2.063436134,10.47604153,1.109156044,-9.366885487,-81.94769839,25
"-1,960,376",S,S,S,S,0.798881777,0,0.798881777,0,-0.798881777,-100,25
"-1,959,376",S,N,N,N,0.098468341,0,0.098468341,0,-0.098468341,-100,25
"-1,958,376",S,N,N,N,0.000856338,0,0.000856338,0,-0.000856338,-100,25
"-1,957,376",N,N,N,N,0,0,0,0,0,0,25
"-1,956,376",SR,S,N,N,0.140059557,0,0.140059557,0,-0.140059557,-100,25
"-1,955,376",SR,SR,SR,SR,7.877448083,3.248279573,7.13016487,2.500996359,-4.62916851,-58.76482411,25
"-1,954,376",SR,SR,SR,SR,7.014069859,1.380360627,6.600755564,0.967046332,-5.633709232,-80.32011864,25
"-1,953,376",SR,SR,SR,SR,5.190181185,1.587036039,4.569347078,0.966201933,-3.603145146,-69.4223384,25
"-1,952,376",N,N,N,N,0,0,0,0,0,0,25
"-1,951,376",N,N,N,N,0,0,0,0,0,0,25
"-1,950,376",N,N,N,N,0,0,0,0,0,0,25
"-1,949,376",N,N,N,N,0,0,0,0,0,0,25
"-1,948,376",N,N,N,N,0,0,0,0,0,0,25
"-1,947,376",N,N,N,N,0,0,0,0,0,0,25
"-1,946,376",N,N,N,N,0,0,0,0,0,0,25
"-1,945,376",N,N,N,N,0,0,0,0,0,0,25
"-1,944,376",N,N,N,N,0,0,0,0,0,0,25
"-1,943,376",N,N,N,N,0,0,0,0,0,0,25
"-1,982,377",N,N,N,N,0,0,0,0,0,0,25
"-1,981,377",N,N,N,N,0,0,0,0,0,0,25
"-1,980,377",N,N,N,N,0,0,0,0,0,0,25
"-1,979,377",N,N,N,N,0,0,0,0,0,0,25
"-1,978,377",N,N,N,N,0,0,0,0,0,0,25
"-1,977,377",N,N,N,N,0,0,0,0,0,0,25
"-1,976,377",N,N,N,N,0,0,0,0,0,0,25
"-1,975,377",N,N,N,N,0,0,0,0,0,0,25
"-1,974,377",N,N,N,N,0,0,0,0,0,0,25
"-1,973,377",N,N,N,N,0,0,0,0,0,0,25
"-1,972,377",N,N,N,N,0,0,0,0,0,0,25
"-1,971,377",N,N,N,N,0,0,0,0,0,0,25
"-1,970,377",N,N,N,N,0,0,0,0,0,0,25
"-1,969,377",N,N,N,N,0,0,0,0,0,0,25
"-1,968,377",N,N,N,N,0,0,0,0,0,0,25
"-1,967,377",N,N,N,N,0,0,0,0,0,0,25
"-1,966,377",M,M,M,M,0.901266075,0.902978441,0,0.001712366,0.001712366,0.189995613,25
"-1,965,377",MS,MS,M,M,5.764090041,5.67589086,0.434061839,0.345862658,-0.088199181,-1.530149258,25
"-1,964,377",S,S,S,N,0.31732885,2.87049687,0.267104508,2.820272528,2.55316802,804.5811214,25
"-1,963,377",S,N,N,N,0.008846361,1.191096869,0.007990297,1.190240805,1.182250508,13364.258,25
"-1,962,377",MSR,MSR,SR,SR,7.52499657,3.403443662,6.390702263,2.269149354,-4.121552908,-54.77149218,25
"-1,961,377",MSR,SR,SR,SR,12.93857103,4.003817191,11.54260439,2.607850554,-8.934753835,-69.0551825,25
"-1,960,377",SR,SR,SR,S,1.385992801,0.159216236,1.318654158,0.091877594,-1.226776565,-88.51247742,25
"-1,959,377",S,N,N,N,0.005992592,0,0.005992592,0,-0.005992592,-100,25
"-1,958,377",N,N,N,N,0,0,0,0,0,0,25
"-1,957,377",N,N,N,N,0,0,0,0,0,0,25
"-1,956,377",N,N,N,N,0,0,0,0,0,0,25
"-1,955,377",N,N,N,N,0,0,0,0,0,0,25
"-1,954,377",N,N,N,N,0,0,0,0,0,0,25
"-1,953,377",N,N,N,N,0,0,0,0,0,0,25
"-1,952,377",N,N,N,N,0,0,0,0,0,0,25
"-1,951,377",N,N,N,N,0,0,0,0,0,0,25
"-1,950,377",N,N,N,N,0,0,0,0,0,0,25
"-1,949,377",N,N,N,N,0,0,0,0,0,0,25
"-1,948,377",N,N,N,N,0,0,0,0,0,0,25
"-1,947,377",N,N,N,N,0,0,0,0,0,0,25
"-1,946,377",N,N,N,N,0,0,0,0,0,0,25
"-1,945,377",N,N,N,N,0,0,0,0,0,0,25
"-1,944,377",N,N,N,N,0,0,0,0,0,0,25
"-1,943,377",N,N,N,N,0,0,0,0,0,0,25
"-1,982,378",N,N,N,N,0,0,0,0,0,0,25
"-1,981,378",N,N,N,N,0,0,0,0,0,0,25
"-1,980,378",N,N,N,N,0,0,0,0,0,0,25
"-1,979,378",N,N,N,N,0,0,0,0,0,0,25
"-1,978,378",N,N,N,N,0,0,0,0,0,0,25
"-1,977,378",N,N,N,N,0,0,0,0,0,0,25
"-1,976,378",N,N,N,N,0,0,0,0,0,0,25
"-1,975,378",N,N,N,N,0,0,0,0,0,0,25
"-1,974,378",N,N,N,N,0,0,0,0,0,0,25
"-1,973,378",N,N,N,N,0,0,0,0,0,0,25
"-1,972,378",N,N,N,N,0,0,0,0,0,0,25
"-1,971,378",N,N,N,N,0,0,0,0,0,0,25
"-1,970,378",N,N,N,N,0,0,0,0,0,0,25
"-1,969,378",N,N,N,N,0,0,0,0,0,0,25
"-1,968,378",N,N,N,N,0,0,0,0,0,0,25
"-1,967,378",N,N,N,N,0,0,0,0,0,0,25
"-1,966,378",N,N,N,N,0,0,0,0,0,0,25
"-1,965,378",MS,MS,MS,MS,2.632426635,2.820713904,0.645055769,0.833343038,0.188287269,7.152612213,25
"-1,964,378",S,N,N,N,0.077316536,3.555370383,0.071325114,3.549378961,3.478053847,4498.460519,25
"-1,963,378",S,S,N,N,0.228506347,1.570253882,0.211960754,1.553708289,1.341747535,587.1817359,25
"-1,962,378",MSR,MSR,SR,SR,6.51994752,5.286957217,4.882243984,3.649253681,-1.232990303,-18.91104643,25
"-1,961,378",MSR,MSR,MSR,MSR,16.12062595,4.817213582,13.41602581,2.112613447,-11.30341236,-70.1177014,25
"-1,960,378",MSR,MSR,MSR,MSR,7.588460949,3.899146678,5.753420282,2.064106011,-3.689314271,-48.61742448,25
"-1,959,378",S,N,N,N,0.027386228,0,0.027386228,0,-0.027386228,-100,25
"-1,958,378",S,N,N,N,0.005991476,0,0.005991476,0,-0.005991476,-100,25
"-1,957,378",N,N,N,N,0,0,0,0,0,0,25
"-1,956,378",N,N,N,N,0,0,0,0,0,0,25
"-1,955,378",N,N,N,N,0,0,0,0,0,0,25
"-1,954,378",N,N,N,N,0,0,0,0,0,0,25
"-1,953,378",N,N,N,N,0,0,0,0,0,0,25
"-1,952,378",N,N,N,N,0,0,0,0,0,0,25
"-1,951,378",N,N,N,N,0,0,0,0,0,0,25
"-1,950,378",N,N,N,N,0,0,0,0,0,0,25
"-1,949,378",N,N,N,N,0,0,0,0,0,0,25
"-1,948,378",N,N,N,N,0,0,0,0,0,0,25
"-1,947,378",N,N,N,N,0,0,0,0,0,0,25
"-1,946,378",N,N,N,N,0,0,0,0,0,0,25
"-1,945,378",N,N,N,N,0,0,0,0,0,0,25
"-1,944,378",N,N,N,N,0,0,0,0,0,0,25
"-1,943,378",N,N,N,N,0,0,0,0,0,0,25
"-1,982,379",N,N,N,N,0,0,0,0,0,0,25
"-1,981,379",N,N,N,N,0,0,0,0,0,0,25
"-1,980,379",N,N,N,N,0,0,0,0,0,0,25
"-1,979,379",N,N,N,N,0,0,0,0,0,0,25
"-1,978,379",N,N,N,N,0,0,0,0,0,0,25
"-1,977,379",N,N,N,N,0,0,0,0,0,0,25
"-1,976,379",N,N,N,N,0,0,0,0,0,0,25
"-1,975,379",N,N,N,N,0,0,0,0,0,0,25
"-1,974,379",N,N,N,N,0,0,0,0,0,0,25
"-1,973,379",N,N,N,N,0,0,0,0,0,0,25
"-1,972,379",N,N,N,N,0,0,0,0,0,0,25
"-1,971,379",N,N,N,N,0,0,0,0,0,0,25
"-1,970,379",N,N,N,N,0,0,0,0,0,0,25
"-1,969,379",N,N,N,N,0,0,0,0,0,0,25
"-1,968,379",N,N,N,N,0,0,0,0,0,0,25
"-1,967,379",N,N,N,N,0,0,0,0,0,0,25
"-1,966,379",M,M,M,M,3.524303299,3.413354533,0.16770429,0.056755524,-0.110948766,-3.148104933,25
"-1,965,379",MS,MS,MS,MS,4.122639071,3.968366142,1.200788,1.046515071,-0.154272929,-3.742091567,25
"-1,964,379",S,S,N,N,0.155735277,2.299061199,0.142899825,2.286225747,2.143325922,1376.262311,25
"-1,963,379",S,N,N,N,0.091278921,1.453448674,0.075304705,1.437474458,1.362169753,1492.315792,25
"-1,962,379",SR,SR,SR,SR,2.453273445,0.970838089,2.301616867,0.819181511,-1.482435356,-60.42682926,25
"-1,961,379",SR,SR,SR,SR,12.88814265,5.849677988,10.27050393,3.232039268,-7.038464658,-54.61193945,25
"-1,960,379",SR,SR,SR,SR,12.03865012,6.521642879,9.230587633,3.713580391,-5.517007242,-45.82745729,25
"-1,959,379",SR,S,S,S,0.707058856,0,0.707058856,0,-0.707058856,-100,25
"-1,958,379",N,N,N,N,0,0,0,0,0,0,25
"-1,957,379",N,N,N,N,0,0,0,0,0,0,25
"-1,956,379",N,N,N,N,0,0,0,0,0,0,25
"-1,955,379",N,N,N,N,0,0,0,0,0,0,25
"-1,954,379",N,N,N,N,0,0,0,0,0,0,25
"-1,953,379",N,N,N,N,0,0,0,0,0,0,25
"-1,952,379",N,N,N,N,0,0,0,0,0,0,25
"-1,951,379",N,N,N,N,0,0,0,0,0,0,25
"-1,950,379",N,N,N,N,0,0,0,0,0,0,25
"-1,949,379",N,N,N,N,0,0,0,0,0,0,25
"-1,948,379",N,N,N,N,0,0,0,0,0,0,25
"-1,947,379",N,N,N,N,0,0,0,0,0,0,25
"-1,946,379",N,N,N,N,0,0,0,0,0,0,25
"-1,945,379",N,N,N,N,0,0,0,0,0,0,25
"-1,944,379",N,N,N,N,0,0,0,0,0,0,25
"-1,943,379",N,N,N,N,0,0,0,0,0,0,25
"-1,982,380",N,N,N,N,0,0,0,0,0,0,25
"-1,981,380",N,N,N,N,0,0,0,0,0,0,25
"-1,980,380",N,N,N,N,0,0,0,0,0,0,25
"-1,979,380",N,N,N,N,0,0,0,0,0,0,25
"-1,978,380",N,N,N,N,0,0,0,0,0,0,25
"-1,977,380",N,N,N,N,0,0,0,0,0,0,25
"-1,976,380",N,N,N,N,0,0,0,0,0,0,25
"-1,975,380",N,N,N,N,0,0,0,0,0,0,25
"-1,974,380",N,N,N,N,0,0,0,0,0,0,25
"-1,973,380",N,N,N,N,0,0,0,0,0,0,25
"-1,972,380",N,N,N,N,0,0,0,0,0,0,25
"-1,971,380",N,N,N,N,0,0,0,0,0,0,25
"-1,970,380",N,N,N,N,0,0,0,0,0,0,25
"-1,969,380",N,N,N,N,0,0,0,0,0,0,25
"-1,968,380",N,N,N,N,0,0,0,0,0,0,25
"-1,967,380",N,N,N,N,0,0,0,0,0,0,25
"-1,966,380",MS,MS,MS,MS,4.046547512,6.196993786,0.20617533,2.356621605,2.150446274,53.14274125,25
"-1,965,380",MS,MS,S,S,1.456460157,2.915668353,0.596331068,2.055539264,1.459208196,100.1886793,25
"-1,964,380",S,N,N,N,0.019676358,2.082146837,0.014543296,2.077013775,2.062470479,10481.97273,25
"-1,963,380",S,N,N,N,0.031650941,0.788580376,0.031650941,0.788580376,0.756929435,2391.491093,25
"-1,962,380",SR,SR,SR,SR,1.192845416,0.811865876,1.164614854,0.783635314,-0.38097954,-31.93871854,25
"-1,961,380",MSR,MSR,MSR,MSR,16.37269458,5.916945565,12.15958152,1.703832509,-10.45574902,-63.8608933,25
"-1,960,380",MSR,MSR,MSR,MSR,11.97223312,5.71183884,9.006127775,2.745733499,-6.260394276,-52.29094869,25
"-1,959,380",SR,SR,SR,SR,1.472047877,0.057320857,1.42584902,0.011122,-1.41472702,-96.10604669,25
"-1,958,380",S,N,N,N,0.019675003,0,0.019675003,0,-0.019675003,-100,25
"-1,957,380",N,N,N,N,0,0,0,0,0,0,25
"-1,956,380",S,N,N,N,0.001710964,0,0.001710964,0,-0.001710964,-100,25
"-1,955,380",N,N,N,N,0,0,0,0,0,0,25
"-1,954,380",N,N,N,N,0,0,0,0,0,0,25
"-1,953,380",N,N,N,N,0,0,0,0,0,0,25
"-1,952,380",N,N,N,N,0,0,0,0,0,0,25
"-1,951,380",N,N,N,N,0,0,0,0,0,0,25
"-1,950,380",N,N,N,N,0,0,0,0,0,0,25
"-1,949,380",N,N,N,N,0,0,0,0,0,0,25
"-1,948,380",N,N,N,N,0,0,0,0,0,0,25
"-1,947,380",N,N,N,N,0,0,0,0,0,0,25
